0,1,-1,1,0,-1,1,14,0,-1,0,0,-1,0,1,7,8,1.29,5.5,11,1
1,1,1,1,0,-1,1,11,-1,1,-1,1,-1,-1,-1,19,8,5,3.6,1.73,0
0,-1,0,1,0,0,0,11,-1,1,-1,-1,0,1,-1,10,8,2.2,3.2,3.5,1
0,0,0,1,0,0,0,9,0,1,1,0,-1,-1,-1,14,8,2.88,3.25,2.5,-1
1,0,1,0,1,0,0,14,-1,-1,-1,0,-1,1,0,12,8,1.25,5.75,12,0
1,1,0,-1,-1,-1,1,8,1,1,1,0,1,0,-1,9,8,1.83,3.5,4.5,0
1,0,0,1,1,-1,1,6,-1,1,-1,1,0,-1,0,6,8,2.25,3.2,3.4,0
-1,1,0,-1,1,-1,-1,10,0,-1,-1,0,1,-1,-1,17,8,5.5,4,1.62,-1
1,0,1,0,-1,0,-1,9,0,-1,-1,0,-1,0,1,6,8,2.4,3.25,3,1
1,1,-1,0,0,-1,1,9,0,-1,-1,0,0,0,0,9,8,2.1,3.3,3.6,0
1,0,0,1,0,-1,1,10,-1,0,1,-1,1,1,1,10,9,1.83,3.6,4.33,1
-1,1,-1,1,1,1,0,22,0,0,-1,-1,1,-1,0,6,9,1.13,8.5,19,1
1,1,0,0,0,0,0,12,-1,-1,-1,0,1,-1,0,11,9,2.4,3.25,3,1
-1,-1,0,1,1,1,-1,15,0,-1,0,1,0,1,-1,10,9,2.1,3.25,3.75,0
1,1,0,1,-1,0,0,15,0,0,-1,0,0,0,1,9,9,2.2,3.25,3.4,1
-1,1,-1,0,1,0,0,6,-1,0,1,1,1,-1,0,11,9,2.38,3.25,3.1,-1
-1,-1,0,-1,0,1,0,10,1,0,-1,0,0,0,-1,12,9,2.38,3.25,3.1,0
1,1,0,1,0,-1,1,9,-1,1,0,0,1,-1,0,9,9,1.67,3.6,5.5,1
1,1,0,-1,1,1,-1,17,-1,1,-1,0,1,-1,-1,17,9,2.5,3.2,2.9,-1
-1,1,1,0,-1,1,1,10,0,-1,0,-1,0,0,0,17,9,5.5,3.75,1.67,-1
-1,1,0,-1,1,1,-1,20,-1,1,0,-1,0,0,1,6,10,1.17,7,17,1
-1,0,0,-1,1,0,1,9,-1,1,-1,-1,-1,0,-1,25,10,7.5,4.33,1.44,-1
1,0,-1,0,-1,1,0,13,-1,-1,0,1,-1,-1,1,10,10,1.57,3.75,6.5,1
0,1,0,0,0,-1,1,12,1,0,1,0,-1,0,0,10,10,1.91,3.4,4.2,1
1,0,1,0,0,0,-1,20,1,0,-1,-1,-1,1,0,15,10,1.57,4,6,1
0,1,1,-1,1,0,1,9,-1,0,1,-1,-1,1,1,17,10,5.5,3.4,1.73,1
